transcriptID;"concat(""<a href=http://www.ncbi.nlm.nih.gov/pubmed/"",pubmedID,"">"",pubmedID,""</a>"")";Author;Title;Year
187;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20400965>20400965</a>";Alimonti;"Subtle variations in Pten dose determine cancer susceptibility.";2010
113;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11780141>11780141</a>";Wutz;"Chromosomal silencing and localization are mediated by different domains of Xist RNA.";2002
102;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15325271>15325271</a>";Imamura;"Non-coding RNA directed DNA demethylation of Sphk1 CpG island.";2004
214;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20673990>20673990</a>";Huarte;"A Large Intergenic Noncoding RNA Induced by p53 Mediates Global Gene Repression in the p53 Response.";2010
219;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20048075>20048075</a>";Pasic;"Recurrent focal copy-number changes and loss of heterozygosity implicate two noncoding RNAs and one tumor suppressor gene at chromosome 3q13.31 in osteosarcoma.";2010
220;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19147577>19147577</a>";He;"A susceptibility locus for papillary thyroid carcinoma on chromosome 8q24.";2009
221;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19287968>19287968</a>";Monti;"In silico prediction and experimental validation of natural antisense transcripts in two cancer-associated regions of human chromosome 6.";2009
222;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15169920>15169920</a>";Nishant;"Characterization of a mouse recombination hot spot locus encoding a novel non-protein-coding RNA.";2004
206;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12702581>12702581</a>";Vu;"Loss of imprinting of IGF2 sense and antisense transcripts in Wilms' tumor.";2003
206;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17289909>17289909</a>";Devaney;"IGF-II gene region polymorphisms related to exertional muscle damage.";2007
206;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19571260>19571260</a>";Bischoff;"Characterization of conserved and nonconserved imprinted genes in swine.";2009
223;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20036157>20036157</a>";Zhao;"Cytomegalovirus beta2.7 RNA transcript protects endothelial cells against apoptosis during ischemia/reperfusion injury.";2010
223;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17540903>17540903</a>";Reeves;"Complex I binding by a virally encoded RNA regulates mitochondria-induced cell death.";2007
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20399962>20399962</a>";Iwakiri;"Role of EBERs in the pathogenesis of EBV infection.";2010
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19720839>19720839</a>";Iwakiri;"Epstein-Barr virus (EBV)-encoded small RNA is released from EBV-infected cells and activates signaling from Toll-like receptor 3.";2009
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19640998>19640998</a>";Houmani;"Growth-promoting properties of Epstein-Barr virus EBER-1 RNA correlate with ribosomal protein L22 binding.";2009
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18957101>18957101</a>";Eilebrecht;"EBER2 RNA-induced transcriptome changes identify cellular processes likely targeted during Epstein Barr Virus infection.";2008
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1673026>1673026</a>";Clarke;"Binding of Epstein-Barr virus small RNA EBER-1 to the double-stranded RNA-activated protein kinase DAI.";1991
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7901835>7901835</a>";Sharp;"Comparative analysis of the regulation of the interferon-inducible protein kinase PKR by Epstein-Barr virus RNAs EBER-1 and EBER-2 and adenovirus VAI RNA.";1993
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16160154>16160154</a>";Nanbo;"Epstein-Barr virus-encoded poly(A)- RNA confers resistance to apoptosis mediated through Fas by blocking the PKR pathway in human epithelial intestine 407 cells.";2005
225;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19064258>19064258</a>";Pijlman;"A highly structured, nuclease-resistant, noncoding RNA produced by flaviviruses is required for pathogenicity.";2008
100;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/291055>291055</a>";Rungger;"Transcription of spacer sequences in genes coding for ribosomal RNA in Xenopus cells.";1979
100;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6579535>6579535</a>";Morgan;"Transcription in cloned spacers of Xenopus laevis ribosomal DNA.";1983
100;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/3428263>3428263</a>";Kuhn;"A novel promoter in the mouse rDNA spacer is active in vivo and in vitro.";1987
215;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9880366>9880366</a>";Burleigh;"The down-regulation of Mt4-like genes by phosphate fertilization occurs systemically and involves phosphate translocation to the shoots.";1999
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16079233>16079233</a>";Kotlikova;"The Drosophila dosage compensation complex binds to polytene chromosomes independently of developmental changes in transcription.";2006
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16547175>16547175</a>";Legube;"X-chromosome-wide profiling of MSL-1 distribution and dosage compensation in Drosophila.";2006
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17114930>17114930</a>";Park;"Variable splicing of non-coding roX2 RNAs influences targeting of MSL dosage compensation complexes in Drosophila.";2007
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12871910>12871910</a>";Stuckenholz;"Functional redundancy within roX1, a noncoding RNA involved in dosage compensation in Drosophila melanogaster.";2003
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17028315>17028315</a>";Deng;"roX RNAs are required for increased expression of X-linked genes in Drosophila melanogaster males.";2006
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19101984>19101984</a>";Deng;"Molecularly severe roX1 mutations contribute to dosage compensation in Drosophila.";2009
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19704014>19704014</a>";Menon;"Imprinting of the Y chromosome influences dosage compensation in roX1 roX2 Drosophila melanogaster.";2009
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17507677>17507677</a>";Bai;"Regional control of chromatin organization by noncoding roX RNAs and the NURF remodeling complex in Drosophila melanogaster.";2007
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9038336>9038336</a>";Meller;"roX1 RNA paints the X chromosome of male Drosophila and is regulated by the dosage compensation system.";1997
227;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11867536>11867536</a>";Meller;"The roX genes encode redundant male-specific lethal transcripts required for targeting of the MSL complex.";2002
228;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20404130>20404130</a>";Mondal;"Characterization of the RNA content of chromatin.";2010
229;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17274687>17274687</a>";Pagano;"New small nuclear RNA gene-like transcriptional units as sources of regulatory transcripts.";2007
215;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11123795>11123795</a>";Martín;"Influence of cytokinins on the expression of phosphate starvation responsive genes in Arabidopsis.";2000
100;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18600236>18600236</a>";Mayer;"The structure of NoRC-associated RNA is crucial for targeting the chromatin remodelling complex NoRC to the nucleolus.";2008
100;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19578370>19578370</a>";Zhou;"Reversible acetylation of the chromatin remodelling complex NoRC is required for non-coding RNA-dependent silencing.";2009
100;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20010804>20010804</a>";Santoro;"Intergenic transcripts originating from a subclass of ribosomal DNA repeats silence ribosomal RNA genes in trans.";2010
100;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6306560>6306560</a>";Miller;"Transcription of the 'non-transcribed' spacer of Drosophila melanogaster rDNA.";1983
230;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18723671>18723671</a>";Hellwig;"A starvation-induced noncoding RNA modulates expression of Dicer-regulated genes.";2008
230;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16580685>16580685</a>";McKenna;"Uncoupling of RNA binding and PKR kinase activation by viral inhibitor RNAs.";2006
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16580685>16580685</a>";McKenna;"Uncoupling of RNA binding and PKR kinase activation by viral inhibitor RNAs.";2006
231;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1920611>1920611</a>";Mathews;"Adenovirus virus-associated RNA and translation control.";1991
231;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6297772>6297772</a>";Thimmappaya;"Adenovirus VAI RNA is required for efficient translation of viral mRNAs at late times after infection.";1982
231;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16014917>16014917</a>";Andersson;"Suppression of RNA interference by adenovirus virus-associated RNA.";2005
231;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16580685>16580685</a>";McKenna;"Uncoupling of RNA binding and PKR kinase activation by viral inhibitor RNAs.";2006
231;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16472808>16472808</a>";Sano;"Sequence-specific interference by small RNAs derived from adenovirus VAI RNA.";2006
231;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17652395>17652395</a>";Xu;"Adenovirus virus-associated RNAII-derived small RNAs are efficiently incorporated into the rna-induced silencing complex and associate with polyribosomes.";2007
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6281455>6281455</a>";Arrand;"Characterization of the major Epstein-Barr virus-specific RNA in Burkitt lymphoma-derived cells.";1982
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9279391>9279391</a>";Rosa;"Striking similarities are exhibited by two small Epstein-Barr virus-encoded ribonucleic acids and the adenovirus-associated ribonucleic acids VAI and VAII.";1981
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/14612496>14612496</a>";Iwakiri;"Autocrine growth of Epstein-Barr virus-positive gastric carcinoma cells mediated by an Epstein-Barr virus-encoded small RNA.";2003
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15608666>15608666</a>";Iwakiri;"Epstein-Barr virus-encoded small RNA induces insulin-like growth factor 1 and supports growth of nasopharyngeal carcinoma-derived cell lines.";2005
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11068051>11068051</a>";Yamamoto;"Malignant transformation of B lymphoma cell line BJAB by Epstein-Barr virus-encoded small RNAs.";2000
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11024153>11024153</a>";Ruf;"Epstein-Barr virus small RNAs potentiate tumorigenicity of Burkitt lymphoma cells independently of an effect on apoptosis.";2000
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17686859>17686859</a>";Wu;"Epstein-Barr virus (EBV)-encoded RNA 2 (EBER2) but not EBER1 plays a critical role in EBV-induced B-cell growth transformation.";2007
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2828685>2828685</a>";Glickman;"Structural analyses of EBER1 and EBER2 ribonucleoprotein particles present in Epstein-Barr virus-infected cells.";1988
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6262773>6262773</a>";Lerner;"Two small RNAs encoded by Epstein-Barr virus and complexed with protein are precipitated by antibodies from patients with systemic lupus erythematosus.";1981
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16556938>16556938</a>";Fok;"Multiple domains of EBER 1, an Epstein-Barr virus noncoding RNA, recruit human ribosomal protein L22.";2006
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7494316>7494316</a>";Dobbelstein;"In vitro selection of RNA ligands for the ribosomal L22 protein associated with Epstein-Barr virus-expressed RNA by using randomized and cDNA-derived RNA libraries.";1995
194;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8052643>8052643</a>";Aronson;"Circadian clock locus frequency: protein encoded by a single open reading frame defines period length and temperature compensation.";1994
224;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2536122>2536122</a>";Arrand;"Two families of sequences in the small RNA-encoding region of Epstein-Barr virus (EBV) correlate with EBV types A and B.";1989
231;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6930642>6930642</a>";Akusjärvi;"Structure of genes for virus-associated RNAI and RNAII of adenovirus type 2.";1980
118;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17916692>17916692</a>";Azzalin;"Telomeric repeat containing RNA and RNA surveillance factors at mammalian chromosome ends.";2007
118;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18776307>18776307</a>";Xu;"Human telomere RNA and DNA form an intermolecular G-quadruplex.";2008
118;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18157120>18157120</a>";Schoeftner;"Developmentally regulated transcription of mammalian telomeres by DNA-dependent RNA polymerase II.";2008
118;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20548962>20548962</a>";Vrbsky;"siRNA-mediated methylation of Arabidopsis telomeres.";2010
118;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19026778>19026778</a>";Luke;"The Rat1p 5' to 3' exonuclease degrades telomeric repeat-containing RNA and promotes telomere elongation in Saccharomyces cerevisiae.";2008
118;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19716786>19716786</a>";Deng;"TERRA RNA binding to TRF2 facilitates heterochromatin formation and ORC recruitment at telomeres.";2009
118;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20679250>20679250</a>";Xu;"Telomeric repeat-containing RNA structure in living cells.";2010
232;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16915236>16915236</a>";Pollard;"An RNA gene expressed during cortical development evolved rapidly in humans.";2006
95;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16915236>16915236</a>";Pollard;"An RNA gene expressed during cortical development evolved rapidly in humans.";2006
95;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18511501>18511501</a>";Beniaminov;"Distinctive structures between chimpanzee and human in a brain noncoding RNA.";2008
232;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18511501>18511501</a>";Beniaminov;"Distinctive structures between chimpanzee and human in a brain noncoding RNA.";2008
95;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20179156>20179156</a>";Johnson;"The Human Accelerated Region 1 noncoding RNA is repressed by REST in Huntington's disease.";2010
232;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20179156>20179156</a>";Johnson;"The Human Accelerated Region 1 noncoding RNA is repressed by REST in Huntington's disease.";2010
231;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18430723>18430723</a>";Wahid;"Systematic deletion of the adenovirus-associated RNAI terminal stem reveals a surprisingly active RNA inhibitor of double-stranded RNA-activated protein kinase.";2008
231;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19635730>19635730</a>";Wahid;"The PKR-binding domain of adenovirus VA RNAI exists as a mixture of two functionally non-equivalent structures.";2009
93;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19379481>19379481</a>";Guffanti;"A transcriptional sketch of a primary human breast cancer by 454 deep sequencing.";2009
103;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16767105>16767105</a>";Ivanova;"Dissecting self-renewal in stem cells with RNA interference.";2006
133;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6173488>6173488</a>";Spohr;"Organization and sequence analysis of a cluster of repetitive DNA elements from Xenopus laevis.";1981
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20032057>20032057</a>";Zhang;"Maternally expressed gene 3 (MEG3) noncoding ribonucleic acid: isoform structure, expression, and functions.";2010
79;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20395613>20395613</a>";Hashikata;"Confirmation of an association of single-nucleotide polymorphism rs1333040 on 9p21 with familial and sporadic intracranial aneurysms in Japanese patients.";2010
79;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20386740>20386740</a>";Cunnington;"Chromosome 9p21 SNPs Associated with Multiple Disease Phenotypes Correlate with ANRIL Expression.";2010
79;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19888323>19888323</a>";Folkersen;"Relationship between CAD risk genotype in the chromosome 9p21 locus and gene expression. Identification of eight new ANRIL splice variants.";2009
79;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19578367>19578367</a>";Shete;"Genome-wide association study identifies five susceptibility loci for glioma.";2009
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1704862>1704862</a>";Bendena;"Expression of heat-shock locus hsr-omega in nonstressed cells during development in Drosophila melanogaster.";1991
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20065067>20065067</a>";Mallik;"Improved activities of CREB binding protein, heterogeneous nuclear ribonucleoproteins and proteasome following downregulation of noncoding hsromega transcripts help suppress poly(Q) pathogenesis in fly models.";2010
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19667761>19667761</a>";Mallik;"RNAi for the large non-coding hsromega transcripts suppresses polyglutamine pathogenesis in Drosophila models.";2009
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18560179>18560179</a>";Akanksha;"The hsromega(05241) allele of the noncoding hsromega gene of Drosophila melanogaster is not responsible for male sterility as reported earlier.";2008
233;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12612584>12612584</a>";Fantes;"Mutations in SOX2 cause anophthalmia.";2003
233;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19767420>19767420</a>";Amaral;"Complex architecture and regulated expression of the Sox2ot locus during vertebrate development.";2009
233;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18846214>18846214</a>";Andrew;"Identification and replication of three novel myopia common susceptibility gene loci on chromosome 3q26 using linkage and linkage disequilibrium mapping.";2008
234;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12837039>12837039</a>";Wang;"Characterization of adapt33, a stress-inducible riboregulator.";2003
234;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8806733>8806733</a>";Wang;"adapt33, a novel oxidant-inducible RNA from hamster HA-1 cells.";1996
235;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19805129>19805129</a>";Bumgarner;"Toggle involving cis-interfering noncoding RNAs controls variegated gene expression in yeast.";2009
236;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19805129>19805129</a>";Bumgarner;"Toggle involving cis-interfering noncoding RNAs controls variegated gene expression in yeast.";2009
78;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20668672>20668672</a>";Castle;"Digital genome-wide ncRNA expression, including SnoRNAs, across 11 human tissues using polyA-neutral amplification.";2010
190;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20668672>20668672</a>";Castle;"Digital genome-wide ncRNA expression, including SnoRNAs, across 11 human tissues using polyA-neutral amplification.";2010
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20668672>20668672</a>";Castle;"Digital genome-wide ncRNA expression, including SnoRNAs, across 11 human tissues using polyA-neutral amplification.";2010
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20668672>20668672</a>";Castle;"Digital genome-wide ncRNA expression, including SnoRNAs, across 11 human tissues using polyA-neutral amplification.";2010
93;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19217333>19217333</a>";Clemson;"An architectural role for a nuclear noncoding RNA: NEAT1 RNA is essential for the structure of paraspeckles.";2009
233;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18184812>18184812</a>";Mercer;"Specific expression of long noncoding RNAs in the mouse brain.";2008
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/911771>911771</a>";Zieve;"Synthesis of two classes of small RNA species in vivo and in vitro.";1977
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6209580>6209580</a>";Ullu;"Alu sequences are processed 7SL RNA genes.";1984
125;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20436462>20436462</a>";Guttman;"Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs.";2010
89;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12461786>12461786</a>";Blume;"The 5'-untranslated RNA of the human dhfr minor transcript alters transcription pre-initiation complex assembly at the major (core) promoter.";2003
89;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2859520>2859520</a>";Masters;"Discrete human dihydrofolate reductase gene transcripts present in polysomal RNA map with their 5' ends several hundred nucleotides upstream of the main mRNA start site.";1985
116;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10888605>10888605</a>";Nemes;"The SCA8 transcript is an antisense RNA to a brain-specific transcript encoding a novel actin-binding protein (KLHL1).";2000
116;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16804541>16804541</a>";Moseley;"Bidirectional expression of CUG and CAG expansion transcripts and intranuclear polyglutamine inclusions in spinocerebellar ataxia type 8.";2006
116;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18708037>18708037</a>";Chen;"SCA8 mRNA expression suggests an antisense regulation of KLHL1 and correlates to SCA8 pathology.";2008
116;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19680539>19680539</a>";Daughters;"RNA gain-of-function in spinocerebellar ataxia type 8.";2009
202;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10224268>10224268</a>";Bihl;"Two loci, Tmevp2 and Tmevp3, located on the telomeric region of chromosome 10, control the persistence of Theiler's virus in the central nervous system of mice.";1999
100;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19838300>19838300</a>";Shiao;"An intergenic non-coding rRNA correlated with expression of the rRNA and frequency of an rRNA single nucleotide polymorphism in lung cancer cells.";2009
155;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20137068>20137068</a>";Mercer;"Long noncoding RNAs in neuronal-glial fate specification and oligodendrocyte lineage maturation.";2010
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20137068>20137068</a>";Mercer;"Long noncoding RNAs in neuronal-glial fate specification and oligodendrocyte lineage maturation.";2010
138;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20137068>20137068</a>";Mercer;"Long noncoding RNAs in neuronal-glial fate specification and oligodendrocyte lineage maturation.";2010
90;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20137068>20137068</a>";Mercer;"Long noncoding RNAs in neuronal-glial fate specification and oligodendrocyte lineage maturation.";2010
237;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20137068>20137068</a>";Mercer;"Long noncoding RNAs in neuronal-glial fate specification and oligodendrocyte lineage maturation.";2010
237;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18562676>18562676</a>";Dinger;"Long noncoding RNAs in mouse embryonic stem cell pluripotency and differentiation.";2008
237;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8812481>8812481</a>";McGuinness;"Sequence, organization, and transcription of the Dlx-1 and Dlx-2 locus.";1996
90;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9415433>9415433</a>";Liu;"Dlx genes encode DNA-binding proteins that are expressed in an overlapping and sequential pattern during basal ganglia differentiation.";1997
237;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9415433>9415433</a>";Liu;"Dlx genes encode DNA-binding proteins that are expressed in an overlapping and sequential pattern during basal ganglia differentiation.";1997
105;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9858482>9858482</a>";Peyman;"Repression of major histocompatibility complex genes by a human trophoblast ribonucleic acid.";1999
165;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12883198>12883198</a>";Geirsson;"Class II transactivator promoter activity is suppressed through regulation by a trophoblast noncoding RNA.";2003
213;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11423126>11423126</a>";Sato;"The fission yeast meiotic regulator Mei2p undergoes nucleocytoplasmic shuttling.";2001
213;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10021358>10021358</a>";Ohno;"Meiosis: MeiRNA hits the spot.";1999
90;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18562676>18562676</a>";Dinger;"Long noncoding RNAs in mouse embryonic stem cell pluripotency and differentiation.";2008
143;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6248245>6248245</a>";Keshet;"Heterogeneity of ""virus-like"" genes encoding retrovirus-associated 30S RNA and their organization within the mouse genome.";1980
93;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20797886>20797886</a>";Tripathi;"The Nuclear-Retained Noncoding RNA MALAT1 Regulates Alternative Splicing by Modulating SR Splicing Factor Phosphorylation.";2010
93;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19116412>19116412</a>";Sanford;"Splicing factor SFRS1 recognizes a functionally diverse landscape of RNA transcripts.";2009
238;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18997003>18997003</a>";"Ben Amor";"Novel long non-protein coding RNAs involved in Arabidopsis differentiation and stress responses.";2009
238;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16500993>16500993</a>";Hirsch;"Characterization of 43 non-protein-coding mRNA genes in Arabidopsis, including the MIR162a-derived transcripts.";2006
239;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18997003>18997003</a>";"Ben Amor";"Novel long non-protein coding RNAs involved in Arabidopsis differentiation and stress responses.";2009
239;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16500993>16500993</a>";Hirsch;"Characterization of 43 non-protein-coding mRNA genes in Arabidopsis, including the MIR162a-derived transcripts.";2006
79;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20716961>20716961</a>";Popov;"Epigenetic regulation of the INK4b-ARF-INK4a locus: In sickness and in health.";2010
223;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2436392>2436392</a>";Greenaway;"Nucleotide sequence of the most abundantly transcribed early gene of human cytomegalovirus strain AD169.";1987
223;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11932411>11932411</a>";Gawn;"Absence of IE1 p72 protein function during low-multiplicity infection by human cytomegalovirus results in a broad block to viral delayed-early gene expression.";2002
223;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12917473>12917473</a>";McSharry;"The most abundantly transcribed human cytomegalovirus gene (beta 2.7) is non-essential for growth in vitro.";2003
192;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16469056>16469056</a>";Farbrother;"Dictyostelium transcriptional host cell response upon infection with Legionella.";2006
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17114940>17114940</a>";Sengupta;"Altered expressions of the noncoding hsromega gene enhances poly-Q-induced neurotoxicity in Drosophila.";2007
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11255511>11255511</a>";Lakhotia;"Developmental regulation and complex organization of the promoter of the non-coding hsr(omega) gene of Drosophila melanogaster.";2001
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10984439>10984439</a>";Prasanth;"Omega speckles - a novel class of nuclear speckles containing hnRNPs associated with noncoding hsr-omega RNA in Drosophila.";2000
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11910129>11910129</a>";Rajendra;"Male sterility associated with overexpression of the noncoding hsromega gene in cyst cells of testis of Drosophila melanogaster.";2001
216;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19280368>19280368</a>";Johnson;"Protein synthesis rates in Drosophila associate with levels of the hsr-omega nuclear transcript.";2009
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16965397>16965397</a>";Nakano;"Expression profile of LIT1/KCNQ1OT1 and epigenetic status at the KvDMR1 in colorectal cancers.";2006
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10958646>10958646</a>";Horike;"Targeted disruption of the human LIT1 locus defines a putative imprinting control element playing an essential role in Beckwith-Wiedemann syndrome.";2000
240;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20558719>20558719</a>";Cazalla;"Down-regulation of a host microRNA by a Herpesvirus saimiri noncoding RNA.";2010
240;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20047990>20047990</a>";Buck;"Post-transcriptional regulation of miR-27 in murine cytomegalovirus infection.";2010
