TranscriptID;section;description;order
246;Characteristics;"Originally classified as a cryptic unstable transcript (CUT) but now classed as a Xrn1-sensitive unstable transcript (XUT) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21697827"">van Dijk (2011)</a>)

Antisense to a Ty1 retrotransposon. Transcript initiates within Ty1 and is transcribed across the TY1 LTR (long terminal repeat) promoter sequence (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18316478"">Berretta (2008)</a>). 

~400 nuc. Several initiations site, main site begins +661 nuc from the start of the LTR (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18316478"">Berretta (2008)</a>). 

Transcribed by RNA polymerase II, polyadenylated (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18316478"">Berretta (2008)</a>). ";1
246;Expression;"Unstable, degraded by a cytoplasmic 5’ to 3’ degradation pathway including  Xrn1, Dcp1 and Dcp2 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18316478"">Berretta (2008)</a>). 

Reversibly up-regulated by lithium (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21697827"">van Dijk (2011)</a>)";2
246;Function;"Functions in trans to silence Ty1 retrotransposon and prevent its transposition (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18316478"">Berretta (2008)</a>).

Silencing requires histone deaceylation and Set1 histone methylation. Silencing causes a decrease in RNA polymerase II occupancy while TBP (TATA binding protein) is unchanged (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18316478"">Berretta (2008)</a>). While silencing appears to be antagonised by H3K4me3 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21697827"">van Dijk (2011)</a>).

Case of a CUT/XUT RNA repressing a mobile element through transcriptional gene silencing (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18316478"">Berretta (2008)</a>).

Nb: Currently unclear exactly how silencing is mediated by RTL";3
247;Characteristics;"GAL10-ncRNA runs antisense through the GAL10 gene, through the bidirectional GAL1-10 promoter and through to the 3’ of GAL1 gene in the sense direction. 4kb transcript.

Transcripts are 5’ capped and 3’ polyadenylated.";1
247;Expression;"Under non-induced and repressed conditions, marks of active transcription (H3 K4 me2/me3) are not present at GAL protein coding gene promoters but instead found at 3’ end of GAL10. Histone modifications require binding of Reb1.

Reb1 drives expression of ncRNAs under repressive, and non-induced nutrient conditions. GAL10-ncRNA was the 4kb major transcript but also a weaker 2.3kb transcript is also present. All characterisation was on the 4kb GAL10-ncRNA.

GAL10-ncRNA stability was tested, half life ~8 min (relatively stable for a yeast transcript) and targeted for degredation by the TRAMP / exosome complexes.

Steady state expression level ~0.07 transcripts per cell / ~ 1 transcript per 14 cells. 

Estimate ncRNA transcribed once every 50 minutes.
";2
247;Function;"Summary: GAL10-ncRNA enhances repression of GAL10 and GAL1 expression when yeast are growing in repressive nutrient conditions.

Transcription of GAL10 ncRNA causes changes in chromatin. 
- H3 K36 me3 is deposited over the chromosomal region GAL10-ncRNA is transcribed from.
- GAL10 transcription also causes a decrease in some histone 3 acetlyation.

GAL10 ncRNA acts in cis, recruiting the Rpd3S HDAC complex. Unknown if GAL10 ncRNA can physically recruit any chromatin modifying complexes or if transcription dependent chromatin changes independent of the GAL10-ncRNA sequence are responsible.

Note: this is not a transcriptional interference mechanism (see infrequent GAL10-ncRNA trancription) but a chromatin modification mechanism.";3
247;Misc;"GAL cluster of 3 genes (GAL1, GAL7, GAL10) are involved in galactose metabolism. Yeast has complex regulation of nutrient metabolism genes and the cluster can be induced, non-induced or repressed depending on the carbon sources available.";5
248;Characteristics;"Expressed from a bi-directional promoter with the protein-coding gene Znfx1. Zfas1 5’ is antisense to 5’ of Znfx1.

Spliced, polyadenylated. 

SnoRNA host gene, contains 3 intronic C/D box snoRNAs.

Human orthologue is alternatively spliced. ";1
248;Expression;"Highly expressed and differentially expressed during mammary development. Strongly down-regulated during lactation compared to pregnancy and then up-regulated again during involution. Znfx1 coding gene,in contrast, was more lowly expressed and was not differentially expressed during mammary gland development.

Expressed in the epithelial cells of the mammary gland ducts and alveoli.

Zfas1 is widely expressed in mouse tissues including brain, liver, lung, kidney, spleen, heart and embryo, showing higher expression than Znfx1.

Zfas1 extremely stable with a half life of >32 hrs in N2A (neuroblastoma) cells. Compared to a half life of 50 minutes for Znfx1. The increased stability of Zfas1 may explain why its expression level is much higher than Znfx1. However, in mouse 3T3 and embryonic stem cells Zfas1 stability was much lower with a half-life of 1.7 hr and 63 min respectively, while the human ZFAS1 had a half-life of 3 hr in B-cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19561200"">Friedel (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19001483"">Sharova (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22406755"">Clark (2012)</a>). These results suggest there is significant regulation of Zfas1 stability both within and between species (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22406755"">Clark (2012)</a>).

Localised to both the nucleus and the cytoplasm. 

Human ZFAS1 expression is reduced in ductal carinoma compared to normal tissue.";2
248;Function;"Zfas1 appears to have a role in mammary gland proliferation and differentiation.

- Zfas1 knockdown in a HC11 cell culture model of mammary differentiation showed increased differentiation and a probable increase in proliferation. Knockdown had little effect on intronic snoRNA expression suggesting the Zfas1 host transcript is functional.

- Zfas1 knockdown appears to affect Znfx1 expression.";3
248;Conservation;"Syntenic transcription observed in multiple mammals.

Low conservation of Zfas1 sequence between human and mouse compared to snoRNAs, but Zfas1 has potential secondary structural similarities.";4
248;Name;"Zinc finger antisense 1";0
249;Characteristics;"Northern suggests a transcript of around 3kb.

Transcript initiation and termination sites not defined, however at least some of transcript is located between Rtl1 and Meg3/Gtl2.";1
249;Expression;"Identified in mouse embyonic stem cells (mESCs)";2
249;Function;"Binds PRC2 chromatin modifying complex";3
249;Misc;"As the transcript itself is not defined no accurate ucsc browser link is possible.";5
250;Characteristics;"Northern identifies a transcript of around 6kb.
";1
250;Expression;"Identified in mouse embyonic stem cells (mESCs).";2
250;Function;"Binds PRC2 chromatin modifying complex, while the sense Malat1/Neat2 transcript does not.";3
250;Misc;"As the transcript itself is not defined no accurate ucsc browser link is possible, although it's putative length combined with the PCR primers and northern probe utilized by Zhao 2010 suggest a significant overlap with Malat1.";5
251;Characteristics;"Xrn1-sensitive unstable transcript (XUT) antisense to TIR1 gene.

5' of transcript begins in intergenic region downstream of TIR1 with 3' end overlapping TIR1 in antisense direction.";1
251;Expression;"Up-regulated by Xrn1 knockout. Hence degraded by cytoplasmic Xrn1 degradation pathway.";2
251;Function;"TIR1 is down-regulated upon Xrn1 inactivation. Interrupting TIR1axut expression restored most of TIR1 expression suggesting TIR1axut silences TIR1. Therefore antisense XUTs can repress the transcripts they overlap. 

Full TIR1axut repression requires Set1 activity and appears to be antagonised by H3K4me3.

Nb: Currently unclear exactly how silencing is mediated by TIR1axut.";3
252;Characteristics;"Xrn1-sensitive unstable transcript (XUT) antisense to TPO1 gene. Transcript initiates within TPO1 gene.";1
252;Expression;"Upregulated by Xrn1 knockout. Hence degraded by Xrn1 cytoplasmic pathway.

TPO1axut is reversibly up-regulated by lithium";2
252;Function;"TPO1 is down-regulated upon Xrn1 inactivation, hence it is possible TPO1axut represses TPO1, similar to the action of other XUTs.";3
253;Characteristics;"Three Xrn1-sensitive unstable transcript (XUTs) upstream from SUC2 gene.

SUC2uxut1 (~2.3kb) in sense direction  
SUC2uxut2 (~1.2kb) and SUC2uxut3 (~1kb) in antisense direction overlapping SUC2uxut1.
";1
253;Expression;"Up-regulated in Xrn1 (5'-3' cytoplasmic exonuclease) knockout but unchanged in TRAMP nuclear degradation pathway knockout. Hence degraded by Xrn1 cytoplasmic pathway.

SUC2uxut1 reversibly upregulated by lithium. ";2
254;Characteristics;"Intergenic, 2 exon transcript in mouse, with HeK4me3 chromtain mark at 5' (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20624288"">Chodroff (2010)</a>).

Human ortholog is linc-POLR3G-8 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21890647"">Cabili (2011)</a>). Human ortholog has a number of splice isoforms with 3 or more exons.";1
254;Expression;"Expressed in specific regions of embryonic and post-natal mouse brain (see Chodroff for details) including the rostal migratory stream at P3 with a “potential association with inhibitory GABAergic neurons” (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20624288"">Chodroff (2010)</a>).

Expressed in opossum and chicken embryonic brains showing spatio-temporal conservation of expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20624288"">Chodroff (2010)</a>).
";2
254;Conservation;"Highly conserved for a lincRNA 36.7% mouse transcript overlaps phastCons elements (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20624288"">Chodroff (2010)</a>).

Conserved in mammals and back to frog, although mouse exon 2 is not conserved in all orthologs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20624288"">Chodroff (2010)</a>).

Opossum ortholog [GenBank:GU951678]. Frog and chicken ([GenBank: CX847574.1 and CR35248.1] respectively (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20624288"">Chodroff (2010)</a>).
";4
254;Misc;"Mouse transcript contains Evofold-predicted RNA secondary structure (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20624288"">Chodroff (2010)</a>).

LncRNA transcripts in human from bidirectional promoter with TMEM161B (over 50kb upstream from linc-POLR3G-8 start site) can also share exons 2 and/or 3. See <a href=""http://www.ncbi.nlm.nih.gov/nuccore/BC047059"">BC047059</a>.";5
255;Characteristics;"Several isoforms of ~1.4, ~2 and ~3kb identified (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20062813"">Uhde (2010)</a>). Has splice variants, multiple alternative promoters (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20624288"">Chodroff (2010)</a>).

Intergenic, transcription start site contains a HeK4me3 locus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20624288"">Chodroff (2010)</a>).";1
255;Expression;"Expressed in specific regions of embryonic and post-natal mouse brain (see <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20624288"">Chodroff (2010)</a> and <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20062813"">Uhde (2010)</a> for details).  

Expression in embryonic brain includes in “ ventral midbrain where dopaminergic neurons are formed” (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20062813"">Uhde (2010)</a>). So Rmst may be a marker for developing dopaminergic neurons (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20062813"">Uhde (2010)</a>).

2kb transcript also expressed in adult brain, eye and lowly expressed in muscle and ovary (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20062813"">Uhde (2010)</a>).

Transcript found to be highly unstable with a half-life <2 hr in N2A (neuroblastoma) cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22406755"">Clark (2012)</a>).";2
256;Characteristics;"Intergenic, two exon transcript. LincRNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

Two transcription start sites generating unique first exons (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

~7kb upstream of Enah coding gene on same stand";1
256;Expression;"Expressed in mouse embryonic stem cells (ESCs) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).";2
256;Function;"Involved in maintaining pluripotency in ESCs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).

Knockdown in mECSs lead to down-regulation of Nanog and Oct4 expression as well as changes to ESC morphology (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).";3
256;Conservation;"No evidence for expressed orthologue in human";4
257;Characteristics;"Intergenic, 3-5 exon transcript. LincRNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

Alternative splicing and three transcription start sites generate a number of isoforms (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

Contains multiple repeat sequences.

~25kb downstream of Magi1 coding gene on same strand.";1
257;Expression;"Expressed in mouse embryonic stem cells (ESCs) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).";2
257;Function;"Involved in maintaining pluripotency in ESCs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).

Knockdown in mECSs lead to down-regulation of Nanog, Oct4, Sox2, Klf4 and Zfp42 expression as well as changes to ESC morphology (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).";3
257;Conservation;"No evidence for expressed orthologue in human";4
258;Characteristics;"Bidirectional transcript with Zfp148.

Several splice isoforms. LincRNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

Sequence can contain a number of repeat elements.";1
258;Expression;"Expressed in mouse embryonic stem cells (ESCs) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).";2
258;Function;"Involved in maintaining pluripotency in ESCs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).

Knockdown in mECSs lead to down-regulation of Nanog, Oct4, Sox2, Klf4 and Zfp42 expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).

Found to interact with chromatin binding protein/complexes in mouse embryonic stem cells including JARID1C and ESET (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).";3
258;Conservation;"No evidence for expressed orthologue in human";4
259;Characteristics;"Intergenic, four-six exon transcript. LincRNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

Alternative splicing and two transcriptional initiation sites (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

Contains multiple repeat sequences.";1
259;Expression;"Expressed in mouse embryonic stem cells (ESCs) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

RNA found to be highly unstable with a half-life <2 hr in N2A (neuroblastoma) cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22406755"">Clark (2012)</a>).";2
259;Function;"Involved in maintaining pluripotency in ESCs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).

Knockdown in mECSs lead to down-regulation of Nanog, Oct4, Sox2, Klf4 and Zfp42 expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).

Found to interact with a number of chromatin binding proteins/complexes in mESCs including PRC1, PRC2 and JARID1C (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).";3
260;Characteristics;"Bidirectional with Cbln1, two-five exons. LincRNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

Alternative splicing and multiple transcriptional start sites generate a number of isoforms.

Some isoforms contain repeat elements.";1
260;Expression;"Expressed in mouse embryonic stem cells (ESCs) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

Expressed in cerebellum.";2
260;Function;"Involved in maintaining pluripotency in ESCs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).

Knockdown in mECSs lead to down-regulation of Nanog, Oct4, Sox2, Klf4 and Zfp42 expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).";3
261;Characteristics;"Intergenic ~40kb 3’ from HoxA locus, transcribed back towards HoxA locus.

3-4 exons, alternative splicing  (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).

Contains a number of repeat sequences.";1
261;Expression;"Expressed in mouse embryonic stem cells (ESCs) and neural progenitors (NPCs)  (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).
";2
261;Function;"Involved in maintaining pluripotency in ESCs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).

Knockdown in mECSs lead to down-regulation of Nanog, Oct4, Sox2, Klf4 and Zfp42 expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).

Found to interact with chromatin binding protein/complexes in mouse embryonic stem cells including SUV39H1 and CBX3 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).";3
261;Conservation;"No evidence for expressed orthologue in human.";4
262;Characteristics;"Identified as ~1.5kb (no internal splicing) and ~1.3kb (with internal splicing) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>). 

Circular transcript in which 5’ and 3’ ends have splice donor and acceptor sequences and are spliced together (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>).

Human CDR1 AS contains 1 target site with almost perfect complementarity to miR-671 and 73/74 miR-7 target sites, of which 63 are conserved. The miR-7 sites have seed and 3' base pair matches to miR-7 but also central mismatches, which would be expected to prevent miR-7 mediated cleavage (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446348"">Memczak (2013)</a>).

Also contains 2 internal splice sites (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>).
";1
262;Expression;"Highly expressed in HEK293 cells where it could potentially bind up to 20 000 miR-7 molecules per cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446348"">Memczak (2013)</a>).

Highly expressed in human adult and fetal brain and spinal cord. Expression in brain considerably higher than that of CDR1 mRNA. Modest expression in other human tissues including heart, lung, thymus and thyroid (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>).

Expressed in mouse brain (cerebellum, cerebrum/cerebral cortex, hippocampus, forebain and midbrain) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011 )</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446348"">Memczak (2013)</a>), with high expression in the neocortex, hippocampus (including the dentate gyrus), thalamus and E13.5 midbrain.  At a tissue level CDR1 AS highly overlaps miR-7 expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446348"">Memczak (2013)</a>).

Localises to neuronal cell bodies and dendrites (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>).";2
262;Function;"First lncRNA identified as a miRNA target (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>). Acts as a miRNA sponge for miR-7 and miR671 but with different functional outcomes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446348"">Memczak (2013)</a>).

Function in association with miR-7:
CDR1 AS acts as a sponge for miR-7, which can bind to CDR1 AS but not degrade it (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446348"">Memczak (2013)</a>). 
CDR1 AS shows high levels of miR-7 and Ago2 association, which causes co-localisation of CDR1 AS to P-bodies (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446348"">Memczak (2013)</a>).
CDR1 AS and miR-7 expression patterns are not identical. However co-expression in the same brain cells can be identified in the dentate hilus and different layers of the cingulate gyrus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>). The lack of CDR1 AS expression outside the brain makes it possible this is a brain specific interaction and function.
CDR1 AS inhibit miR-7 activity causing depression of some miR-7 targets (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446348"">Memczak (2013)</a>).
Expression of human or mouse circular CDR1 AS in developing zebrafish (which have miR-7 but not the CDR1 locus) caused a decrease in midbrain size. This closely mimicked the phenotype of miR-7 knockdown, further supporting CDR1 AS as a biologically relevant miR-7 sponge (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446348"">Memczak (2013)</a>).  


Function in association with miR-671: 
CDR1 AS functions to stabilize CDR1 mRNA, as a decrease in CDR1 AS levels leads to a decrease in the expression level of the sense CDR1 mRNA. Conversely, the sense transcript does not act to stabilize the antisense lncRNA and appears to destabilize it, perhaps through a feedback mechanism (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>).
CDR1 AS and hence CDR1 sense are regulated by miR-671. A conserved miR-671 binding site is present in the antisense transcript (a site which corresponds to near the transcriptional start site of the sense CDR1 mRNA). miR-671 localises to the nucleus and can repress CDR1 AS and CDR1 sense mRNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>).
miR-671 causes Ago2 mediated cleavage and down-regulation of CDR1 AS, likely due to the near perfect complementarity between miR-671 and CDR1 AS (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>).
Mechanism for how CDR1 AS stabilizes CDR1 is not certain but it does not appear to be due to the lncRNA acting as a miR-671 sponge (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>).
By down-regulating CDR1 AS miR-671 could potentially indirectly regulate miR-7 and hence the levels of miR-7 target genes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>).";3
262;Conservation;"CDR1 AS found in eutherian mammals (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21964070"">Hansen (2011)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>).

miR-7 targets sites are conserved in eutherian mammals (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446346"">Hansen (2013)</a>), with 63 present in a least one other species (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/23446348"">Memczak (2013)</a>).";4
262;Misc;"Note: Evidence of antisense transcription across locus from a number of tissues present in Illumnia Body Atlas (IBA2). These suggest antisense transcripts can extend in both 5’ and 3’ directions and can be longer than 1.5kb. Whether these represent longer or primary CDR1 AS transcript is unclear.

AK054921 may represent an isoform although the sequence does not reach the miR-671 binding site.";5
262;Name(s);"CDR1 Antisense
CDR1 Natural antisense transcript
Circular RNA sponge for miR-7";0
263;Characteristics;"2-4 exon transcript terminates 4kb upstream from Myosin IG (Myo1G). No evidence the transcripts join.

Alternative splicing and potentially alternative initiation sites.

Transcripts contain repeat sequences.

SnoRNA host gene, sequence homologous to human SNORA9 present in one intron.
";1
263;Expression;"Expressed in mouse embryonic stem cells (ESCs) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20436462"">Guttman (2010)</a>).";2
263;Function;"Found to interact with a number of chromatin binding proteins/complexes in mESCs including PRC1, PRC2, JARID1B, SUV39H1, SETD8 and CBX1, with the general pattern being interaction with repressors of gene expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>).";3
263;Conservation;"Poorly conserved except for intronic snoRNA.

In syntenic position is human C7orf40, though there is little sequence conservation. ";4
264;Characteristics;"Longest identified isoform is 738bp with 4 exons. Deep sequencing has also identified two shorter isoforms (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21890647"">Cabili (2011)</a>).

Some exons overlap multiple SINEs";1
264;Expression;"Transcript isoform(s) expressed in testis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21890647"">Cabili (2011)</a>) and also reported in fetal brain (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22245136"">Vandeweyer (2012)</a>).";2
264;Function;"Transcript disrupted by a balanced translocation, 46,XY,t(2;6)(p15;p22.3), in a patient with West Syndrome (a form of infant epilepsy). Lack of effect on other nearby genes or presence of mutations in known West Syndrome disease genes leads to possible implication of BX118339 in the clinical phenotype (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22245136"">Vandeweyer (2012)</a>).";3
265;Characteristics;"Single exon ~700 nt transcript expressed in sense direction from the 2nd intron in SPRY4.

Contains a SINE at 5' end.

Secondary structure predicted to contain several long hairpins and multiple pseudoknots
 ";1
265;Expression;"Expression significantly up-regulated in melanoma cell lines and patient tumour samples (both primary and metastatic) compared to melanocytes and keratinocytes. 

SPRY4-IT1 showed much greater expression variation across 20 human tissue than SPRY4. Both showed positively correlated expression and depending on the tissue either could be more highly expressed than the other.

Knockdown of SPRY4-IT1 did not affect expression levels of SPRY4, validating that the two transcripts are independent.

Localized predominately in the cytoplasm. Larger punctate nuclear signal could be transcription sites. ";2
265;Function;"Knockdown of SPRY4-IT1 in melanoma cells lines decreased cell viability, increased cell apoptosis

SPRY4-IT1 impacts cell invasion and cell mobility with decreased invasion and motility in SPRY4-IT1 knockdown cells and increased mobility (faster speed of migration) in SPRY4-IT1 over-expressing cell lines.   ";3
265;Conservation;"Not well conserved outside of primate, with 5' SINE element and predicted secondary structural elements only present in primates. ";4
265;Misc;"SPRY4 protein coding gene is also more highly expressed in melanoma cells and patient samples compared to melanocytes.

It is unclear if SPRY4-IT1 has a separate promoter or is transcribed as part of the SPRY4 transcript.";5
265;Name;"SPRY4 intronic transcript 1 (non-protein coding)";0
266;Characteristics;"Transcribed from region between Hoxa6 and Hoxa7.

798 nt, single exon, polyA+.";1
266;Expression;"Expression in mouse embryonic stem cell (mESC) induced by retinoic acid treatment.

Activation of Mira expression occurs before expression of Hoxa6 and Hoxa7.";2
266;Function;"Role in activation of gene expression and cell differentiation. Required for the epigenetic activation of Hoxa6 and Hoxa7 and hence their target genes during mESC differentiation.

Mira was required for the recruitment of MLL1 to the Mira gene locus and the activation of Hoxa6 and Hoxa7. Mira mediated a local rearrangement in chromatin structure to bring the Mira, Hox66 and Hoxa7 loci into a complex providing a mechanism for MLL1 to act on HoxA6/A7 after recruitment to the Mira locus.

Mira bound to the SET domain of MLL1 through a short hairpin (activator binding motif, ABM) near the 3’ end of the RNA. In vitro binding studies suggested MLL1 recruitment was mediated by Mira forming a RNA/DNA hybrid with a protruding ssRNA 3’ end containing the ABM. ";3
267;Characteristics;"Bidirectional transcript from the CDKN1A promoter.

1.5kb single exon.

Sequence runs antisense through a processed LAP3 pseudogene and contains a SINE.
";1
267;Expression;"One of five lncRNAs surrounding the transcription start site of the cell cycle gene CDKN1A that, along with the CDKN1A protein coding gene, were induced in human fetal lung fibroblasts upon DNA damage by doxorubicin.

Induced up to 40 fold upon DNA damage peaking 16 h after doxorubicin treatment, a much greater response than shown by CDKN1A.

Expression of PANDA and CDKN1A were positively regulated by p53. CDKN1A did not induce PANDA.";2
267;Function;"P53 effector gene, acts in response to DNA damage to limit apoptosis while CDKN1A induces cell cycle arrest.

Loss of PANDA leads to the apoptosis of doxorubicin treated cells.

Loss of PANDA affected the expression of many genes during the DNA damage response.  Upregulated genes were enriched for those involved in apoptosis, including the apoptotic activators APAF1, BIK, FAS and LRDD. Leading to apoptosis of doxorubicin treated cells.

Cell death genes downstream of p53 are known to have NF-YA binding sites. PANDA RNA interacts with the transcription factor NF-YA and attenuates its occupany of target gene promoters.";3
267;Conservation;"Syntenic sequence appear to be present in apes and old world monkeys (the Catarrhini).";4
268;Characteristics;"Downstream of Nkx2-9 coding gene. Appears to be independent transcript.";1
268;Expression;"Expressed in mouse embryonic stem cells (mESCs) despite presence of H3K27me3 histone marks over Tip3 loci. 

Tip3 expression increased upon mESCs differentiation to neural progenitors and then was switched off as the progenitor cells differentiated in neurons. Expression changes occurred alongside continued H3K27me3 marks at locus.";2
